0	1.0	672f7477-d3f0-443d-9bd5-2487ab0b6a4c	0	0.875246519
1	1.0	d134a3d2-615b-40fb-a86d-f8fd397cb707	0	0.8169536451
2	1.0	aeafbe09-521b-4faa-a124-e8871a308134	0	0.507565316
3	1.0	98cde16e-b442-4b9e-b898-eaa72a8f8c04	0	1.033284643
4	1.0	eca2f0e8-67d7-4bf5-8768-a2f8e111574a	0	0.7948681615
5	1.0	96287bd7-c9b2-4efd-b17a-fea29d6b40fb	0	0.9093662731
6	1.0	649114d8-cd8a-4be7-bafe-0965940f3347	0	1.0031496
7	1.0	7d221eb8-954f-4769-8807-9e5e6fb09d45	0	1.044953826
8	1.0	ec75779a-3e25-4d4e-894a-3ca341ec5156	0	0.8782775454
9	1.0	1969cb61-f2d5-413f-846e-cb118ee67f58	0	0.9035816453
10	0.0	df1dace5-8ca6-4774-ad9b-ce3eaa270d98	0	0.90029141
11	0.0	1b31970d-d950-4cb3-91f0-ddd7eb6c51a5	0	0.7022039905
12	1.0	8659a778-0895-40fd-9e20-15593de3fdd1	0	1.060298006
13	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	0.7094700638
12	1.0	4bb18366-7de8-4617-9ccd-226db95d4a4b	0	1.044966288
14	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	0.8853683243
15	1.0	eca2f0e8-67d7-4bf5-8768-a2f8e111574a	0	1.093339628
16	1.0	f1452af7-d412-460c-9d02-39926955ac4a	0	0.6279252233
17	1.0	96287bd7-c9b2-4efd-b17a-fea29d6b40fb	0	0.3985048709
18	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	0.9039941004
19	1.0	28983c1c-42e4-4e5a-8629-0b9bf7eb89e1	0	0.9892329851
20	1.0	03535295-a781-4047-a5c0-5d9703ce8596	0	0.884113598
21	1.0	d2b0e523-7575-4a87-855c-7e7066e883c1	0	1.127838158
22	1.0	649114d8-cd8a-4be7-bafe-0965940f3347	0	0.9331464277
23	1.0	649114d8-cd8a-4be7-bafe-0965940f3347	0	0.8606966539
24	0.0	672f7477-d3f0-443d-9bd5-2487ab0b6a4c	0	0.8726460931
25	1.0	b961e8ab-a839-4b24-a030-dfa184a59267	0	0.9846937315
26	1.0	eb64a741-b53d-44ef-9250-19c373673f26	0	1.023827888
27	1.0	cd48fd87-0181-4fb1-bbc8-f95c819846bd	0	0.9813365126
28	1.0	8659a778-0895-40fd-9e20-15593de3fdd1	0	0.284874896
29	1.0	b44605c9-5d7c-4ef1-b167-5b643c8fa912	0	0.8700298179
24	0.0	672f7477-d3f0-443d-9bd5-2487ab0b6a4c	0	0.8726460931
30	1.0	4bb18366-7de8-4617-9ccd-226db95d4a4b	0	1.040768953
31	1.0	c085ae92-ab45-439d-a36a-600b1c966d43	0	0.7248366173
32	0.0	df1dace5-8ca6-4774-ad9b-ce3eaa270d98	0	0.7670827742
33	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	1.028070186
34	1.0	4f27819e-60ea-48bf-9c3e-58bece03d880	0	0.9707462946
35	1.0	46cebb35-f47c-49d9-ad12-e717097d027e	0	0.3936123415
36	0.0	bd168a52-c2eb-43be-a3df-632e207cd02b	0	0.9723053519
37	1.0	1969cb61-f2d5-413f-846e-cb118ee67f58	0	1.160645195
38	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	0.6937269763
39	1.0	8232d1d7-bb06-452e-b91d-3dca8aa854a6	0	0.9846828413
40	0.0	16b44a33-397c-4286-b26a-48ff36f3ce50	0	0.8499261162
41	1.0	96287bd7-c9b2-4efd-b17a-fea29d6b40fb	0	0.7174933558
42	1.0	2f3c5214-bc3e-4bd2-9ae9-ff39d286f1ae	0	0.3424114234
43	1.0	d134a3d2-615b-40fb-a86d-f8fd397cb707	0	0.3004530096
44	0.0	7391372b-20b0-4d13-9e06-a88dd3ca05e5	0	0.7731020252
45	1.0	beb78ff0-d4e0-4ba0-96ed-de6db60b4321	0	0.9185687728
12	1.0	aeafbe09-521b-4faa-a124-e8871a308134	0	0.9946314151
46	1.0	76b050d4-ec02-4b2e-8b97-6525a93c276c	0	0.7040344375
47	1.0	983b5bc2-7e19-46b1-ab1d-f7f4c35a4499	0	0.8026830067
48	1.0	cdeb92f7-7cd9-4f1f-baae-1b34442e7bcd	0	1.053375746
49	1.0	f80f9b78-18cf-4a91-9d1b-96e32dfc52e0	0	1.007367489
50	0.0	88a7378e-f755-4442-9ffa-9888185280ad	0	0.9663834413
30	1.0	f82da40a-0d78-460e-9021-87641aeab5e2	0	0.9975482198
51	1.0	30cd61d8-cd77-49fd-a8e6-0f2ed8e0a0a2	0	1.026229872
52	0.0	dbec0cd0-e748-4523-8a01-417b77037e96	0	0.8924129408
53	1.0	4f27819e-60ea-48bf-9c3e-58bece03d880	0	0.7183613125
54	0.0	2a4c4521-6549-4d29-9ff8-bc212a2edbe4	0	1.079985535
55	1.0	2cd249d3-fe39-4a6b-8031-c094aca2fd6c	0	0.8001161411
