алиса открой мне икс минус,Открываю. [ Открывается сайт http://x-minus.me/],алиса открой хром	action.app.browser.general.open_default_browser
ржд,Открываю. [ Открывается приложение РЖД - билеты на поезд],ту ту ру	action.app.browser.open_site
алиса,Хеллоу.,открой гугл хром	action.app.browser.general.open_default_browser
интим биз 25,Одну секунду... [ Открывается поиск по запросу <интим биз 25> ],интим биз 25	action.app.browser.open_site
orange киллер точка ру	action.app.browser.open_site
Покажи сайт Авто.Ру	action.app.browser.open_site
зона обмена,Ищу ответ [ Открывается поиск по запросу <зона обмена> ],петроэлектросбыт личный кабинет	action.app.browser.open_site
открой сайт попкейк кей поп,Там на сайте такое... в общем\, сами открывайте\, если вам больше восемнадцати.,открой	action.app.browser.open_site
феерия. ру	action.app.browser.open_site
игра уссурийск,Сейчас найду [ Открывается поиск по запросу <игра уссурийск> ],учи ру	action.app.browser.open_site
восход первоуральск сайт,Кинотеатр Восход woshod.com,сфера первоуральск сайт открыть	action.app.browser.open_site
авито мамадыш,Доска объявлений от частных лиц и компаний на Авито www.avito.ru,авито мал мышь	action.app.browser.open_site
открыть сайт фотострана,Фотострана - знакомства\, встречи и общение! m.fotostrana.ru,открыть сайт фотострана	action.app.browser.open_site
вконтакте моя страница	action.app.browser.open_site
авито чебоксары,Доска объявлений от частных лиц и компаний на Авито www.avito.ru,авито москва	action.app.browser.open_site
телефон вместе этот интернет,Если бы только интернет...,учи ру	action.app.browser.open_site
милославе точка ру,Каталог miloslava.su,православие точка ру	action.app.browser.open_site
с варне точка ру,Это сайт\, приложение или котик? Сайта или приложения такого не нашла\, а котиков могу найти\, если нужно.,сварочная точка ру	action.app.browser.open_site
алиса открой киногоу	action.app.browser.open_site
алиса бесплатное,Что это значит?,алиса бесплатно авито усть кут	action.app.browser.open_site
спортмастер,Может\, подойдет \"Спортмастер\"\, Московский проспект 10-12? Работает с 10 утра до 10 вечера. Сейчас открыто.,спортмастер интернет магазин	action.app.browser.open_site
алиса найди песню ты ушел я осталась одна,Открываю: Стрелки\, альбом \"Любимые 90-е\, Ч. 1\"\, песня \"Ты бросил меня\".,открой зайцев нет	action.app.browser.open_site
вк,ВКонтакте — социальная сеть. vk.com,вконтакте социальная сеть	action.app.browser.open_site
крест,Давайте поищем [ Открывается поиск по запросу <крест> ],найди медиа ферри ком	action.app.browser.open_site
мтс ру,Оператор связи МТС - Сотовая связь\, телевидение и интернет\nwww.pda.mts.ru,открыть	action.app.browser.open_site
восход первоуральск сайт,Кинотеатр Восход\nwoshod.com,сфера первоуральск сайт открыть	action.app.browser.open_site
проверить скорость интернета,Есть специальный  сервис Яндекса\, называется Яндекс.Интернетометр. Зайдите на него и нажмите крупную жёлтую кнопку \"измерить\". Сайт быстро всё посчитает и выдаст ответ :) А ещё покажет данные о вашем  IPv4-адресе\, браузере\, разрешении экрана.,зайти на яндекс интернетометр	action.app.browser.open_site
