включи музыку, включаю, сделай грустнее	action.app.player.playlist.more
больше весёлых песен	action.app.player.playlist.more
мне нравится эта песня	action.app.player.playlist.like
добавь песню в избранное	action.app.player.playlist.like
больше никогда не включай такое	action.app.player.playlist.dislike
отстойный трек	action.app.player.playlist.dislike
следующее видео	action.app.player.rewind.next
включи русский рэпчик, Послушайте kavabanga\, песня амфетамин, листай вперёд	action.app.player.rewind.next
включи прошлую песню	action.app.player.rewind.prev
промотай на двадцатую минуту	action.app.player.rewind.rewind_absolute
перемотай к началу	action.app.player.rewind.rewind_absolute
промотай на сорок секунд назад	action.app.player.rewind.rewind_relative
перейди вперёд на полчаса	action.app.player.rewind.rewind_relative
включи этот трек на повтор	action.app.player.order.repeat
запусти музыку вперемешку	action.app.player.order.shuffle
найди игру престолов, открываю, последний сезон	action.app.player.video.open_current_video
покажи терминатор 2, открываю описание, включи	action.app.player.video.open_current_video
покажи ужастики, вот что я нашла, включи номер три	action.app.player.video.select_video_from_gallery
давай купим этот фильм	action.app.player.video.payment_confirmed
покажи я худею, этот контент платный\, сейчас открою описание, купить	action.app.player.video.payment_confirmed
выруби музыку	action.app.player.play_pause.pause
продолжить смотреть	action.app.player.play_pause.continue
повтори этот трек	action.app.player.play_pause.replay
на домашний экран	action.app.quasar.go_home
включи фильм гарри поттер в сети, вот что удалось найти, ещё	action.app.quasar.go_forward
третий ролик, включаю, обратно	action.app.quasar.go_backward
выключи это говно, поняла\, что не нравится, главное меню	action.app.quasar.go_home
верни видео	action.app.player.play_pause.continue
запусти видео заново	action.app.player.play_pause.replay
включи гарри поттер, включаю, перейди на один час десять минут	action.app.player.rewind.rewind_absolute
хорошая музыка	action.app.player.playlist.like
меньше рока	action.app.player.playlist.less
предыдущая песня	action.app.player.rewind.prev
конец списка	action.app.quasar.go_to_the_end
уголек, включаю Lx24\, песня Уголёк, мне не нравится	action.app.player.playlist.dislike
сыграй приятную мелодию, могу предложить ray charles\, песня hit the road jack, добавь в мой плейлист	action.app.player.playlist.like
выключи видео	action.app.player.play_pause.pause
повтори эту песню	action.app.player.play_pause.replay
играй в случайном порядке	action.app.player.order.shuffle
играй больше песен квин	action.app.player.playlist.more
отличная песня	action.app.player.playlist.like
пауза, готово, продолжай	action.app.player.play_pause.continue
промотай на пятнадцать секунд назад	action.app.player.rewind.rewind_relative
выключи видео, выключаю, домой	action.app.quasar.go_home
перемотай на середину	action.app.player.rewind.rewind_absolute
покажи боевики, вот что я нашла, включи номер один	action.app.player.video.select_video_from_gallery
найди доктор хаус, сейчас поищем, в конец галереи	action.app.quasar.go_to_the_end
включи последний альбом мельницы, включаю, перемешай	action.app.player.order.shuffle
покажи этот фильм	action.app.player.video.open_current_video
следующая песня	action.app.player.rewind.next
купи фильм	action.app.player.video.payment_confirmed
следующую песню	action.app.player.rewind.next
включи ролик про котиков на ютубе, вот что удалось найти, номер пять	action.app.player.video.select_video_from_gallery
русские сериалы, вот что удалось найти, покажи сериал номер три последний сезон	action.app.player.video.select_video_from_gallery
выключи это дерьмо	action.app.player.playlist.dislike
выйди на главную страницу	action.app.quasar.go_home
играй на репите	action.app.player.order.repeat
включи предыдущее видео	action.app.player.rewind.prev
промотай назад	action.app.player.rewind.prev
второе видео	action.app.player.video.select_video_from_gallery
включи что нибудь веселое, включаю, стоп	action.app.player.play_pause.pause
покажи сексуальное видео, вот что удалось найти, дальше	action.app.quasar.go_forward
зацикли этот трек	action.app.player.order.repeat
давай купим этот сериал	action.app.player.video.payment_confirmed
следующий ролик	action.app.player.rewind.next
следующий экран	action.app.quasar.go_forward
покажи второй сезон игры престолов, открываю, включи	action.app.player.video.open_current_video
весь альбом edith piaf, включаю edith piaf, пауза	action.app.player.play_pause.pause
купить на амедиатеке	action.app.player.video.payment_confirmed
повтори песню	action.app.player.play_pause.replay
продолжим смотреть	action.app.player.play_pause.continue
плохая песня	action.app.player.playlist.dislike
включи мои любимые треки, вам может понравиться philip wesley\, песня transcend, следующий
промотай на минуту вперёд	action.app.player.rewind.rewind_relative
включи сериал друзья, открываю описание сериала, смотреть	action.app.player.video.open_current_video
запусти пятую серию	action.app.player.video.open_current_video
больше спокойной музыки	action.app.player.playlist.more
включи этот фильм	action.app.player.video.open_current_video
включи музыку, послушайте alan walker\, песня alone, выключи эту хрень	action.app.player.playlist.dislike
вернись на стартовый экран	action.app.quasar.go_home
запусти песню заново	action.app.player.play_pause.replay
выключи музыку	action.app.player.play_pause.pause
поставь эту песню на повтор	action.app.player.order.repeat
следующая песня	action.app.player.rewind.next
вернись на предыдущий экран	action.app.quasar.go_backward
